time,biomass,nutrient,temperature,light,nutrient_rate,light_level,heater_power,DO
232.0,356.0714713656622,22.558303220882166,26.886011,200.0,0.6277677,200.0,83.385345,1.1038494811433452
233.0,357.1754200274725,22.634258100639848,26.895977,200.0,0.6279292,200.0,83.41399,1.103948661810322
234.0,358.27945431960666,22.710324362451658,26.905947,200.0,0.6280834,200.0,83.44273,1.1040342921341322
235.0,359.38356133636216,22.786501247006786,26.91592,200.0,0.6282304,200.0,83.471596,1.1041070167555305
236.0,360.4877282130112,22.86278809371645,26.925896,200.0,0.6283703,200.0,83.5005,1.104166876649034
237.0,361.59194077489815,22.939185075769647,26.935875,200.0,0.62850326,200.0,83.52946,1.1042125618869516
238.0,362.6961859485111,23.01569193499284,26.945858,200.0,0.62862945,200.0,83.55844,1.1042451736129355
239.0,363.80044984119263,23.09230900159913,26.955845,200.0,0.628749,200.0,83.58743,1.1042638926815853
240.0,364.90471902345655,23.169036553030036,26.965836,200.0,0.62886214,200.0,83.61638,1.104269182263919
241.0,366.008980815541,23.245874551469452,26.975828,200.0,0.6289689,200.0,83.64529,1.1042617920844835
242.0,367.1132221322994,23.32282334060763,26.985825,200.0,0.62906945,200.0,83.67412,1.1042413167584333
243.0,368.21742927931695,23.39988380718752,26.995825,200.0,0.62916404,200.0,83.702896,1.1042071470175243
244.0,369.3215897658069,23.477056474556562,27.005829,200.0,0.6292529,200.0,83.73157,1.1041604864899426
245.0,370.42569082722486,23.55434206254571,27.015837,200.0,0.6293361,200.0,83.76011,1.1041010614179443
246.0,371.52972102628286,23.631740925380907,27.025846,200.0,0.62941396,200.0,83.788506,1.1040301990580028
247.0,372.63366803896696,23.709253979860385,27.03586,200.0,0.62948656,200.0,83.81676,1.103947012684112
248.0,373.7375201527298,23.78688201586302,27.045877,200.0,0.6295541,200.0,83.844826,1.1038521137628574
249.0,374.8412656575851,23.864626000801117,27.055899,200.0,0.62961674,200.0,83.87269,1.1037455048552547
250.0,375.944893860301,23.94248669173288,27.065922,200.0,0.6296748,200.0,83.900345,1.1036282027159396
251.0,377.0483939671026,24.02046489598819,27.075949,200.0,0.62972826,200.0,83.92779,1.1035001068015777
252.0,378.1517548274141,24.098561897320465,27.08598,200.0,0.62977743,200.0,83.955,1.1033608603115284
253.0,379.2549668881218,24.17677829996145,27.096012,200.0,0.62982243,200.0,83.981964,1.1032120607077196
254.0,380.35802013386666,24.25511523728878,27.106049,200.0,0.62986356,200.0,84.00867,1.103053245744811
255.0,381.4609042030954,24.33357413498641,27.116089,200.0,0.62990093,200.0,84.035065,1.102884069228765
256.0,382.5636103574675,24.412155726341318,27.126131,200.0,0.62993467,200.0,84.0612,1.1027061543720933
257.0,383.66612915072426,24.49086121780878,27.136177,200.0,0.6299649,200.0,84.08705,1.1025187932567857
258.0,384.7684516137794,24.569691934885796,27.146227,200.0,0.62999195,200.0,84.112595,1.1023224630551405
259.0,385.8705697476144,24.64864877764007,27.156279,200.0,0.6300159,200.0,84.13782,1.10211813383502
260.0,386.97247484083977,24.727733061929484,27.166334,200.0,0.63003683,200.0,84.162735,1.1019050932253716
261.0,388.07415919513926,24.806945835493863,27.176392,200.0,0.63005495,200.0,84.187294,1.101684354299466
262.0,389.17561486790646,24.886288506636646,27.186453,200.0,0.6300705,200.0,84.211555,1.1014556727672284
263.0,390.2768350509632,24.965761916447228,27.196516,200.0,0.6300835,200.0,84.23545,1.1012201830567563
264.0,391.37781161006285,25.045367747863146,27.206583,200.0,0.6300941,200.0,84.25903,1.100976559099624
265.0,392.47853826916787,25.12510693353127,27.216652,200.0,0.6301025,200.0,84.282234,1.1007266591050342
266.0,393.57900798703594,25.204980907910233,27.226725,200.0,0.63010883,200.0,84.3051,1.100469717868053
267.0,394.67921407614807,25.284990988201567,27.2368,200.0,0.6301131,200.0,84.327614,1.100206089112159
268.0,395.77915114845507,25.365137961081256,27.246876,200.0,0.6301155,200.0,84.34976,1.0999370723070265
