time,biomass,nutrient,temperature,light,nutrient_rate,light_level,heater_power,DO
105.0,11.31494695983431,52.342526520082835,27.510897,100.0,0.5,100.0,200.0,0.21030434864237324
106.0,11.527926097670287,52.73603695116485,27.534807,100.0,0.5,100.0,200.0,0.2129791378359757
107.0,11.743575609254703,53.12821219537264,27.558718,100.0,0.5,100.0,200.0,0.21564951158441611
108.0,11.961889822945167,53.51905508852741,27.582628,100.0,0.5,100.0,200.0,0.21831421369046458
109.0,12.18286193509301,53.908569032453485,27.606539,100.0,0.5,100.0,200.0,0.22097211214784304
110.0,12.406483936734295,54.29675803163284,27.63045,100.0,0.5,100.0,200.0,0.22362200164128465
111.0,12.632746534352291,54.683626732823846,27.65436,100.0,0.5,100.0,200.0,0.22626259761799533
112.0,12.861639286363854,55.069180356818066,27.67827,100.0,0.5,100.0,200.0,0.2288927520115616
113.0,13.0931504632939,55.453424768353045,27.70218,100.0,0.5,100.0,200.0,0.23151117693004608
114.0,13.327267078640375,55.836366460679805,27.726091,100.0,0.5,100.0,200.0,0.23411661534647477
115.0,13.563974925413671,56.218012537293156,27.750002,100.0,0.5,100.0,200.0,0.23670784677329626
116.0,13.80325847574579,56.5983707621271,27.773912,100.0,0.5,100.0,200.0,0.2392835503321198
117.0,14.04510098967557,56.977449505162205,27.797823,100.0,0.5,100.0,200.0,0.24184251392977824
118.0,14.2894843663724,57.35525781681379,27.821733,100.0,0.5,100.0,200.0,0.2443833766968308
119.0,14.53638938234976,57.73180530882511,27.845642,100.0,0.5,100.0,200.0,0.24690501597736067
120.0,14.785795369980832,58.10710231500957,27.86955,100.0,0.5,100.0,200.0,0.2494059876310723
121.0,15.03768038233133,58.48115980883432,27.89346,100.0,0.5,100.0,200.0,0.25188501235049776
122.0,15.292021166165819,58.853989416917074,27.917368,100.0,0.5,100.0,200.0,0.2543407838344905
123.0,15.548793133535709,59.22560343323213,27.941277,100.0,0.5,100.0,200.0,0.2567719673698898
124.0,15.807970468027113,59.596014765986425,27.965185,100.0,0.5,100.0,200.0,0.2591773344914047
125.0,16.069525938384086,59.96523703080794,27.989094,100.0,0.5,100.0,200.0,0.261555470356972
126.0,16.333431060280052,60.333284469859954,28.013002,100.0,0.5,100.0,200.0,0.2639051218959675
127.0,16.599656046729493,60.70017197663523,28.036911,100.0,0.5,100.0,200.0,0.2662249864494421
128.0,16.868169812434033,61.06591509378296,28.06082,100.0,0.5,100.0,200.0,0.26851376570453933
129.0,17.138939979362302,61.430530010318826,28.084728,100.0,0.5,100.0,200.0,0.27077016692826805
130.0,17.411932883573115,61.79403355821342,28.108637,100.0,0.5,100.0,200.0,0.2729929042108145
131.0,17.687113583289882,62.156443208355036,28.132545,100.0,0.5,100.0,200.0,0.27518069971676706
132.0,17.964445837326792,62.51777708133658,28.156454,100.0,0.5,100.0,200.0,0.27733225403690936
133.0,18.24389214469575,62.878053927652104,28.180363,100.0,0.5,100.0,200.0,0.27944630736895815
134.0,18.525413820153943,63.23729308992301,28.204271,100.0,0.5,100.0,200.0,0.28152167545819384
135.0,18.808970818041587,63.595514590979185,28.22818,100.0,0.5,100.0,200.0,0.2835569978876433
136.0,19.094521999666625,63.95273900016666,28.252089,100.0,0.5,100.0,200.0,0.2855511816250367
137.0,19.382024858739854,64.30898757063004,28.275997,100.0,0.5,100.0,200.0,0.28750285907323
138.0,19.67143583036739,64.66428208481626,28.299906,100.0,0.5,100.0,200.0,0.28941097162753643
139.0,19.962710147431938,65.018644926284,28.323814,100.0,0.5,100.0,200.0,0.29127431706454776
140.0,20.255801822730362,65.37209908863478,28.347723,100.0,0.5,100.0,200.0,0.29309167529842334
141.0,20.550663735224287,65.72466813238782,28.371632,100.0,0.5,100.0,200.0,0.2948619124939246
142.0,20.847247616033876,66.07637619198303,28.39554,100.0,0.5,100.0,200.0,0.29658388080958764
143.0,21.145504177876877,66.42724791106153,28.419449,100.0,0.5,100.0,200.0,0.2982565618429995
144.0,21.445382960217607,66.77730851989116,28.443357,100.0,0.5,100.0,200.0,0.29987878234072923
145.0,21.746832496402494,67.12658375179872,28.467266,100.0,0.5,100.0,200.0,0.30144953618488757
146.0,22.04980022920549,67.47509988539721,28.491175,100.0,0.5,100.0,200.0,0.3029677328029986
147.0,22.354232648489088,67.82288367575542,28.515083,100.0,0.5,100.0,200.0,0.30443241928359516
148.0,22.660075244812443,68.16996237759375,28.538992,100.0,0.5,100.0,200.0,0.3058425963233559
149.0,22.967272497366466,68.51636375131673,28.5629,100.0,0.5,100.0,200.0,0.3071972525540241
150.0,23.27576797961468,68.86211601019262,28.58681,100.0,0.5,100.0,200.0,0.3084954822482136
151.0,23.585504391305207,69.20724780434736,28.610718,100.0,0.5,100.0,200.0,0.3097364116905258
152.0,23.896423755413792,69.55178812229306,28.634624,100.0,0.5,100.0,200.0,0.31091936410858595
153.0,24.208467006177536,69.8957664969112,28.658531,100.0,0.5,100.0,200.0,0.3120432507637416
154.0,24.521574342013732,70.23921282899309,28.682438,100.0,0.5,100.0,200.0,0.31310733583619554
155.0,24.83568513640403,70.58215743179794,28.706345,100.0,0.5,100.0,200.0,0.314110794390297
156.0,25.150737926370283,70.92463103681482,28.730251,100.0,0.5,100.0,200.0,0.3150527899662504
157.0,25.466670660377247,71.26666466981133,28.754158,100.0,0.5,100.0,200.0,0.31593273400696326
158.0,25.78342052137013,71.6082897393149,28.778065,100.0,0.5,100.0,200.0,0.3167498609928817
159.0,26.10092409225691,71.94953795387151,28.801971,100.0,0.5,100.0,200.0,0.31750357088678116
160.0,26.419117305562356,72.29044134721879,28.825878,100.0,0.5,100.0,200.0,0.3181932133054437
